TransactionID,Date,AccountHolder,TransactionCode,TransactionDescription,Amount,SourceSortCode,SourceAccountNumber,DestinationSortCode,DestinationAccountNumber,Beneficiary,IBAN,SWIFT,SuspicionType,SuspicionNotes
SUS004531,2024-05-28,Wilson LLC,FPO,Faster Payment Outgoing,2391.0,21-52-78,78212299,42-34-68,89277146,"Harris, Akhtar and Short",,,Round-Tripping,Funds sent back and forth between same entities
SUS004532,2024-04-02,Sharpe Inc,FPO,Faster Payment Outgoing,2675.03,66-93-94,90776751,38-82-93,88679693,Wood-Taylor,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004533,2023-09-21,Ellis and Sons,SEPA,SEPA Credit Transfer,8053.93,53-76-94,85503384,53-14-64,77845224,Brooks-Day,DE96106891074105622167,AOWDGBDDHCE,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004534,2024-12-03,Annette Hart,MT103,SWIFT Credit Transfer,9667.32,81-52-54,19916685,28-38-73,54130098,Joyce Hyde,DE26400678737085737036,XFZQGBJDPC0,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004535,2024-09-10,Mohammad Saunders,FPO,Faster Payment Outgoing,18193.2,25-50-88,81108152,85-21-72,09870556,Mrs Carly Walker,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004536,2024-06-16,Buckley-Holmes,REF,Refund,146.11,91-26-80,94184455,97-69-18,65454106,"Jones, Brown and Arnold",,,Fake Refunds,Frequent large refunds without matching purchases
SUS004537,2024-02-13,Ms Megan Walker,CHQ,Cheque,3524.42,52-71-85,90234937,70-37-27,88580870,Owen Norton,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004538,2024-10-05,Tony Parkes,ATM,ATM Transaction,75.12,28-53-60,68355327,30-30-70,51977792,Lee Ltd,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004539,2024-07-23,Jade Payne,FPO,Faster Payment Outgoing,20297.61,46-24-99,17070089,25-94-83,89126912,Anne Burke,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004540,2023-01-01,Bryan Barton,FPO,Faster Payment Outgoing,23070.05,52-48-85,11343730,68-26-37,85564375,Dr Frank Roberts,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004541,2024-01-18,Mohamed Davis,FPO,Faster Payment Outgoing,3150.16,48-40-51,80583620,71-62-13,09150682,Miss Patricia Young,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004542,2025-03-26,Rachael Parsons,FPO,Faster Payment Outgoing,1057.42,38-44-64,41874472,46-68-57,99372255,Kemp-Austin,,,Round-Tripping,Funds sent back and forth between same entities
SUS004543,2024-03-13,Linda Kennedy,FPO,Faster Payment Outgoing,18074.59,14-76-66,03339300,23-32-62,91844256,Ronald Stephens,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004544,2023-08-11,Katy Roberts,FPO,Faster Payment Outgoing,21773.78,47-75-13,97078677,84-18-92,76188368,Billy Parker-Mason,,,Money Laundering,Large international transactions with no clear source
SUS004545,2024-11-07,"Austin, Lee and Parry",CHQ,Cheque,14551.92,74-70-11,01773121,87-63-62,20050996,Newton Group,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004546,2024-03-01,Jeremy Brennan,ATM,ATM Transaction,26.46,23-20-48,72117060,48-15-16,56274754,Barbara Wood,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004547,2023-05-05,Mr Conor Kirk,CHQ,Cheque,15123.97,19-18-67,09240587,83-43-61,79857819,Jane Armstrong,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004548,2024-09-23,Albert Clark,ATM,ATM Transaction,258.96,77-78-58,04988527,69-13-58,33907075,Mr Denis Phillips,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004549,2024-12-10,Andrea McDonald,FPO,Faster Payment Outgoing,15504.16,20-79-61,07889402,51-79-43,86370842,Harper-Fletcher,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004550,2023-05-28,Julian Barnes,MT103,SWIFT Credit Transfer,8491.44,51-43-42,16047165,66-41-49,18818545,Mrs Lesley Wilson,DE99299871747178166088,FZCIGBX7KWA,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004551,2024-05-22,Dennis Harrison,REF,Refund,388.71,46-11-52,85405614,79-87-54,35770372,Dr Terence Jenkins,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004552,2024-08-16,Stacey Price-McCarthy,FPO,Faster Payment Outgoing,17241.08,47-90-43,30357129,28-99-58,43592617,Ronald Moss,,,Money Laundering,Large international transactions with no clear source
SUS004553,2025-04-29,"Stevenson, Grant and Black",ATM,ATM Transaction,323.67,99-18-56,93447094,12-65-52,38905759,Susan Waters-Jennings,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004554,2023-10-11,Lisa Parkin,MT103,SWIFT Credit Transfer,12734.06,60-28-17,25082290,16-66-60,05512410,Ellie Oliver-Lane,DE17516850242795435154,PLNMGBAO7P4,Money Laundering,Large international transactions with no clear source
SUS004555,2023-03-08,Stewart LLC,FPO,Faster Payment Outgoing,3305.42,47-69-61,96882328,60-29-21,58094224,Mohammad Russell-Ward,,,Round-Tripping,Funds sent back and forth between same entities
SUS004556,2024-10-14,Nathan Graham,REF,Refund,201.38,81-85-37,49916210,87-79-90,27510617,Dr Kevin Schofield,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004557,2024-11-17,Miss Brenda Harrison,MT103,SWIFT Credit Transfer,8295.48,63-29-23,87774705,76-39-68,40656450,Kimberley Russell,DE57658253468396226738,FUZQGB1DNSL,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004558,2024-10-15,"Morton, Reed and Archer",CHQ,Cheque,16419.53,89-72-27,01424129,34-72-92,65298560,"Harding, Cole and Phillips",,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004559,2024-06-23,Dixon-Young,FPO,Faster Payment Outgoing,17283.67,89-28-48,10032208,23-81-60,09098736,Ellis-Robinson,,,Money Laundering,Large international transactions with no clear source
SUS004560,2023-10-22,Mrs Carol Simpson,FPO,Faster Payment Outgoing,3996.28,65-57-81,22753440,51-20-78,77278262,Russell Kent,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004561,2023-09-14,Dr Alex Singh,MT103,SWIFT Credit Transfer,7587.11,90-88-38,09842389,83-19-79,28689769,Oliver-French,DE17207986172832484473,WMOYGBGTA2L,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004562,2025-01-27,Joshua Williamson,ATM,ATM Transaction,356.31,88-55-36,50595461,84-80-72,62626569,Terence Hughes-McDonald,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004563,2024-03-13,Jacob Begum,FPO,Faster Payment Outgoing,18917.75,67-26-99,57303307,15-14-57,05795641,Jarvis-Brennan,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004564,2024-12-08,Dr Clifford Jones,REF,Refund,57.71,89-91-50,26694566,85-99-52,96116655,Damian Turner,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004565,2025-01-24,Alexandra Bradley,CHQ,Cheque,13049.51,12-62-62,37949846,10-51-51,76360827,Glenn Randall,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004566,2023-03-27,Mr Stephen Harris,CHQ,Cheque,2152.07,75-57-24,49367144,64-25-83,26454418,Mrs Linda Hall,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004567,2023-01-30,Christine Evans,CHQ,Cheque,24241.09,12-97-22,52667630,86-25-53,16818261,Dr Mitchell Barker,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004568,2024-03-30,"Higgins, Taylor and Stokes",FPO,Faster Payment Outgoing,23025.79,81-69-73,64248157,87-30-96,87615927,Singh-Dyer,,,Money Laundering,Large international transactions with no clear source
SUS004569,2023-01-24,Ricky Pope,REF,Refund,998.5,42-79-56,50689697,41-22-32,93687958,Heather Daniels,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004570,2024-12-17,Leslie Bishop,TFR,Transfer,13435.23,19-83-96,50958326,72-67-26,24491702,Rosemary Jones,,,Money Laundering,Large international transactions with no clear source
SUS004571,2023-02-22,Mr Gordon Clayton,CHQ,Cheque,1895.27,65-21-64,32946429,37-89-74,87132563,Dr Danielle May,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004572,2024-05-13,Frederick Smith,ATM,ATM Transaction,165.11,51-83-27,60742284,59-96-64,59795841,"O'Connor, Anderson and Thompson",,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004573,2025-01-27,Hazel Bruce,TFR,Transfer,2060.37,52-45-63,12722067,92-82-31,64891117,"Harper, Thomas and Patel",,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004574,2024-05-29,Grace Wood,FPO,Faster Payment Outgoing,2591.67,61-66-72,98824433,85-43-19,54044140,Jake Moore,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004575,2025-04-02,Edward Bradley,FPO,Faster Payment Outgoing,2571.03,82-56-47,74706819,57-38-59,19752058,Diane Woods-Ashton,,,Round-Tripping,Funds sent back and forth between same entities
SUS004576,2025-03-05,Helen Walsh-Brennan,ATM,ATM Transaction,348.44,90-93-48,80792113,38-92-63,78412849,Melissa Atkinson-Simpson,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004577,2023-06-08,"Riley, Ward and Stevens",ATM,ATM Transaction,216.69,64-82-11,87589183,28-24-85,13303086,Dr Lewis Houghton,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004578,2024-02-10,Conor Bennett-Richardson,CHQ,Cheque,3798.12,84-93-83,01560391,23-71-33,68598928,Robinson-Marshall,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004579,2025-03-12,Gareth Williams-Butler,REF,Refund,577.41,52-55-20,92376643,55-99-29,99255664,Donna West-Clarke,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004580,2023-09-15,Davies Inc,CHQ,Cheque,315.72,76-48-57,09858826,17-76-21,54794781,Newman-Dale,,,Round-Tripping,Funds sent back and forth between same entities
SUS004581,2024-09-06,Georgia Poole,FPO,Faster Payment Outgoing,4921.54,97-78-81,85485600,50-64-60,25175233,Thomas Hughes,,,Round-Tripping,Funds sent back and forth between same entities
SUS004582,2024-04-21,"Jackson, Williams and Ahmed",FPO,Faster Payment Outgoing,3618.75,84-41-30,49386159,48-41-79,37793606,"Khan, Hunt and Sharp",,,Round-Tripping,Funds sent back and forth between same entities
SUS004583,2023-02-22,Jessica Vincent,CHQ,Cheque,3988.47,75-76-45,39645241,18-22-58,11881840,Martyn Thomson-Webb,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004584,2023-12-30,Jackson-Young,BGC,Bank Giro Credit,978.01,71-65-66,60609509,61-20-81,22252992,O'Brien Ltd,,,Structuring,Many small deposits just below reporting threshold
SUS004585,2024-01-06,Sanders Inc,CHQ,Cheque,16699.1,71-61-67,40989320,21-23-37,49913112,Taylor Inc,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004586,2023-03-03,Mrs Paula Matthews,MT103,SWIFT Credit Transfer,6357.88,59-53-27,03559714,99-28-15,96895639,Mr Graham Davies,DE34552333935158463240,JKDIGBTVF30,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004587,2024-08-19,Leigh Griffin,REF,Refund,438.93,87-49-95,38724110,62-40-48,59161969,Alan Edwards,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004588,2025-04-04,Abigail Robinson,FPO,Faster Payment Outgoing,4878.43,50-46-77,82965421,68-77-63,62454777,Hughes Inc,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004589,2024-02-02,Patricia Jones,ATM,ATM Transaction,106.31,22-74-74,62686496,68-66-26,14960966,Holt-Parkinson,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004590,2024-06-13,Stuart Sharpe,FPO,Faster Payment Outgoing,19514.85,66-92-89,57019703,80-78-33,11925519,Miss Patricia Roberts,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004591,2024-10-22,Deborah Thomas-Thomson,REF,Refund,900.06,94-93-29,64650571,68-78-45,86291432,Ms Debra Bailey,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004592,2025-02-25,Pamela Gray,CHQ,Cheque,21883.5,11-58-61,89233045,49-42-84,67605231,"Roberts, James and Hunt",,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004593,2025-04-24,"Davies, Richardson and Goodwin",FPO,Faster Payment Outgoing,1991.78,17-23-98,35300012,14-38-69,43068607,Melissa Middleton,,,Round-Tripping,Funds sent back and forth between same entities
SUS004594,2023-03-10,Steven Berry,FPO,Faster Payment Outgoing,17907.11,32-50-28,14308854,29-72-88,18731892,Mr Mohamed Lamb,,,Money Laundering,Large international transactions with no clear source
SUS004595,2023-06-01,Smith-Price,POS,Point of Sale,953.87,85-48-46,62814284,46-68-16,24190465,Leanne Williams,,,Structuring,Many small deposits just below reporting threshold
SUS004596,2024-11-06,Roger Martin,FPO,Faster Payment Outgoing,24880.95,63-63-31,57419233,99-27-63,69666890,Dorothy Stokes,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004597,2024-01-04,Williamson Group,REF,Refund,808.02,82-52-53,96883148,56-42-30,54559056,Kevin Harvey-Shaw,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004598,2023-06-27,Miss Elizabeth Brown,CHQ,Cheque,10382.27,84-58-53,33783301,43-34-56,49060133,Ms Lynn Morgan,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004599,2024-02-27,Dr Yvonne Carter,CHQ,Cheque,308.97,41-33-79,80652567,45-51-64,26696680,Mr Douglas Jones,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004600,2023-07-05,Sara Hall,FPO,Faster Payment Outgoing,24009.11,82-92-86,85009795,71-39-62,10860234,Sean Gibbons,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004601,2024-02-06,Ross Stephens,CHQ,Cheque,16350.97,69-70-80,19918127,18-27-79,65450121,Leslie Potter,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004602,2025-02-02,Carole Ashton-Burns,SEPA,SEPA Credit Transfer,14586.1,33-62-41,39057050,45-24-75,50508403,King-Jones,DE39448573009374005602,KLMMGBGSIUK,Money Laundering,Large international transactions with no clear source
SUS004603,2023-02-21,Katie Wade,REF,Refund,904.56,88-31-15,27580756,61-12-27,03676264,Shane Page-Jackson,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004604,2023-07-31,Patricia Thomas,REF,Refund,819.39,26-50-39,55130720,88-13-19,01645551,Taylor PLC,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004605,2023-04-06,Wright-Smith,MT103,SWIFT Credit Transfer,11568.32,81-87-10,36903355,27-73-86,64405668,Davies and Sons,DE36523454647866895139,IUBEGBPED8S,Money Laundering,Large international transactions with no clear source
SUS004606,2023-02-15,Eileen Marsh-Chambers,CHQ,Cheque,14673.01,11-45-50,11581201,72-23-56,44058830,Irene Sims-Smith,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004607,2024-04-01,Kirk and Sons,FPO,Faster Payment Outgoing,13552.76,62-37-55,46830121,16-20-16,59449692,"Green, Kirby and Thompson",,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004608,2023-04-30,Valerie Griffiths,TFR,Transfer,2713.04,56-76-22,98632058,90-47-99,15470389,Hayley Metcalfe-Harper,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004609,2023-03-18,Jane Thompson,CHQ,Cheque,14161.93,81-39-98,24826600,91-41-18,25383059,Karen Baker-Butler,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004610,2023-11-02,Cheryl Rogers,CSH,Cash transaction,962.44,30-31-25,89842439,36-86-60,49750444,Murray-Kay,,,Structuring,Many small deposits just below reporting threshold
SUS004611,2024-11-20,Gerard Simmons,CHQ,Cheque,23381.52,58-61-54,68524755,80-21-29,34509012,Barbara Chapman,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004612,2025-04-23,Allan Lewis,ATM,ATM Transaction,132.25,57-68-93,63258809,14-51-15,87250832,Douglas Miller-Brooks,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004613,2024-12-29,Judith Wade,FPO,Faster Payment Outgoing,15584.07,44-47-76,75198404,69-58-64,89475560,Edwards Ltd,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004614,2024-02-19,Mrs Jessica Griffiths,CHQ,Cheque,16520.67,58-80-25,38842838,53-30-70,41276699,Stanley Jones,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004615,2023-01-22,Mr Henry Holmes,BGC,Bank Giro Credit,959.81,51-31-58,45094984,57-35-33,36454943,Garry Saunders-Clark,,,Structuring,Many small deposits just below reporting threshold
SUS004616,2023-04-25,Powell-Smith,BGC,Bank Giro Credit,955.43,48-14-63,95169779,54-34-11,88813879,Byrne-Gray,,,Structuring,Many small deposits just below reporting threshold
SUS004617,2023-06-09,"Warner, Murray and Freeman",TFR,Transfer,678.21,12-18-14,99637521,22-78-99,06365067,Jeffrey Haynes,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004618,2023-03-01,Clifford Clark,SEPA,SEPA Credit Transfer,8028.35,97-64-32,49514246,63-61-86,40655069,Derek Moore,DE24256031483137534512,AZBDGBLZIIF,Money Laundering,Large international transactions with no clear source
SUS004619,2023-08-07,Denise Field,FPO,Faster Payment Outgoing,14335.8,55-24-91,84513713,39-41-73,04683890,Gordon Parsons,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004620,2024-07-08,"Hill, Johnson and Kemp",CHQ,Cheque,11315.77,94-53-72,52711402,59-95-43,59403994,"Bartlett, Wilkinson and Murray",,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004621,2023-09-02,Amy Morris,ATM,ATM Transaction,166.12,40-14-59,04638397,77-40-74,51555896,Megan Gibson,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004622,2023-06-26,James Burton,MT103,SWIFT Credit Transfer,4541.14,72-71-35,04942031,19-23-85,37535606,Mr Geoffrey Holland,DE42348718453189633853,DKGEGBF9KG6,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004623,2024-04-20,"Slater, Carter and Warren",REF,Refund,152.49,49-65-87,03330796,88-18-72,48700490,Andrew Hawkins,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004624,2024-06-16,Dr Maria Kay,REF,Refund,884.56,81-45-57,64815321,65-57-38,58134810,Alison Burns,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004625,2023-09-27,Stacey Harrison-Ward,SEPA,SEPA Credit Transfer,6982.91,69-49-50,35064461,56-38-11,20741144,Mrs Beverley Rose,DE31432869178677067736,VRXAGB7M0AO,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004626,2024-05-09,Max Smith,CHQ,Cheque,21069.87,31-94-97,44325472,66-54-48,82702356,Miss Georgina Davies,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004627,2024-05-11,"Harris, Page and Green",FPO,Faster Payment Outgoing,3330.39,52-77-26,32945674,12-25-34,87280698,Marion Coleman,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004628,2024-04-11,Mrs Lynne Khan,TFR,Transfer,1080.41,62-90-23,89259274,66-93-64,64434358,Joanna Noble-Roberts,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004629,2024-07-21,Duncan Williams,REF,Refund,272.96,26-37-30,97738486,15-18-63,57138205,Jay Dunn,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004630,2023-06-14,Leanne Preston,REF,Refund,773.67,82-18-10,62874613,33-15-24,30962827,Mrs Lindsey Storey,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004631,2024-08-09,Davies-O'Brien,REF,Refund,681.04,13-60-93,46220024,36-66-61,57668141,Knight PLC,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004632,2025-04-20,Donna Bird,REF,Refund,240.73,19-77-26,97531138,44-26-60,72017161,Francis Smith-Phillips,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004633,2023-03-04,Dr Melissa Gill,FPO,Faster Payment Outgoing,17479.48,34-47-16,21130982,27-10-11,41188116,Melissa Chambers,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004634,2024-11-29,Jemma Barber-Hunt,FPO,Faster Payment Outgoing,4428.08,43-99-35,26171705,55-30-58,02918968,Richard Morgan,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004635,2025-04-07,Kirsty Hall,CHQ,Cheque,2429.36,86-35-90,28783692,21-37-22,18363007,Mr Norman Baker,,,Round-Tripping,Funds sent back and forth between same entities
SUS004636,2023-04-10,Roberts-Ward,SEPA,SEPA Credit Transfer,15174.61,83-26-11,97392993,82-44-77,51901122,Vincent Walker,DE20956629648992479692,EDKOGB9EDEO,Money Laundering,Large international transactions with no clear source
SUS004637,2024-10-11,Tina Price,CHQ,Cheque,20967.79,78-23-39,21522999,22-98-75,11599362,Coleman Ltd,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004638,2024-05-31,Hannah Smart,BGC,Bank Giro Credit,951.37,25-52-76,53748715,95-33-49,67290632,Lawson Ltd,,,Structuring,Many small deposits just below reporting threshold
SUS004639,2023-06-21,Ricky Begum,CHQ,Cheque,16847.1,17-66-49,72465176,56-30-59,86114110,Barry Andrews,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004640,2025-03-24,Lynch-Rowley,CHQ,Cheque,23599.59,71-12-32,24931008,74-50-10,01182299,Hughes-Cooke,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004641,2024-09-14,Mr Maurice Mason,ATM,ATM Transaction,153.62,81-17-12,29203548,14-71-85,42670750,Patel-Dale,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004642,2024-11-12,"Cook, James and Donnelly",FPO,Faster Payment Outgoing,2176.7,34-27-55,28937327,49-65-21,10076023,Frederick Archer-Hughes,,,Round-Tripping,Funds sent back and forth between same entities
SUS004643,2023-07-12,James Burgess,MT103,SWIFT Credit Transfer,18732.42,70-33-17,63837164,39-20-90,57049267,George Ltd,DE59698619373720824106,VVGCGB4IMQU,Money Laundering,Large international transactions with no clear source
SUS004644,2024-06-30,Dunn-Hughes,CHQ,Cheque,4085.93,58-81-86,28748336,27-95-24,32618504,Dr Marc Hall,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004645,2023-06-22,Kennedy-Baxter,FPO,Faster Payment Outgoing,8108.01,98-77-14,68782067,65-50-37,31057025,Hollie Griffiths-Dixon,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004646,2023-02-23,Marion Davey,MT103,SWIFT Credit Transfer,18122.83,87-21-42,13492719,47-55-92,45608983,Whitehead-McCarthy,DE63772961257321200805,HWQHGBWXAKV,Money Laundering,Large international transactions with no clear source
SUS004647,2024-01-31,Craig Carroll-Smith,SEPA,SEPA Credit Transfer,4284.5,78-96-85,16215508,45-73-79,27652810,Mr Harry Morgan,DE77650178976931027235,RVEWGB4BBSW,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004648,2024-02-20,Beth Hunt,CHQ,Cheque,10797.15,47-41-97,08298659,21-88-47,62640630,Russell Stevenson,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004649,2025-01-21,Jordan Bowen,ATM,ATM Transaction,152.92,43-49-70,81185448,44-41-52,76489702,Cheryl Gallagher,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004650,2024-04-24,Ms Lauren Reed,TFR,Transfer,285.99,80-30-25,42073298,15-84-70,60659614,Bethany Marshall,,,Round-Tripping,Funds sent back and forth between same entities
SUS004651,2024-08-20,Miss Diana Henderson,FPO,Faster Payment Outgoing,17706.64,86-77-43,30120704,95-36-69,85985719,"Jenkins, Gardner and Hill",,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004652,2025-04-02,"Wheeler, Harding and Jennings",POS,Point of Sale,978.57,66-21-79,70012485,26-29-16,54483348,Dr Simon Evans,,,Structuring,Many small deposits just below reporting threshold
SUS004653,2024-02-02,Miss Megan Moore,FPO,Faster Payment Outgoing,17541.08,87-56-75,48680563,39-34-60,11561702,Townsend-Walker,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS004654,2024-02-15,Brenda Dyer,FPO,Faster Payment Outgoing,16384.8,95-79-53,13636401,50-67-54,43103846,Dr Lynda Jackson,,,Money Laundering,Large international transactions with no clear source
SUS004655,2025-01-14,Nash and Sons,REF,Refund,197.02,48-80-71,53186770,18-53-42,43675343,Jordan-Hayes,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004656,2023-10-16,Marion Hall,CSH,Cash transaction,974.02,43-48-27,06348238,34-39-48,98324880,Marion Smith,,,Structuring,Many small deposits just below reporting threshold
SUS004657,2024-06-03,Harriet Robinson,FPO,Faster Payment Outgoing,284.62,57-31-40,62692812,54-16-76,87511202,Cheryl Taylor,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004658,2024-03-20,Louise Smith-Willis,ATM,ATM Transaction,197.93,82-70-57,19170730,78-15-12,45380732,Mrs Georgina Harris,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004659,2024-03-02,"Powell, Lyons and Burns",CHQ,Cheque,19640.5,53-66-40,42342151,10-98-62,60632521,"Edwards, Stokes and Patel",,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004660,2024-01-19,Luke Lowe,ATM,ATM Transaction,181.16,72-69-88,49076780,68-50-22,00285551,Farrell-Bruce,,,Account Takeover,Multiple transactions from different IPs/devices
SUS004661,2023-12-17,James Group,TFR,Transfer,3007.0,85-90-58,12009291,83-90-22,26960959,Barker-Chapman,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004662,2024-06-05,Denis Wright,REF,Refund,341.41,12-36-31,21556580,38-93-17,47917069,Valerie Wells,,,Fake Refunds,Frequent large refunds without matching purchases
SUS004663,2023-05-11,Conor Walker-Green,FPO,Faster Payment Outgoing,1712.14,67-10-34,81372511,43-29-56,47241136,"Roberts, Hopkins and Murray",,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004664,2025-04-03,"Barnett, Dunn and Woodward",FPO,Faster Payment Outgoing,466.44,82-79-88,44901813,39-38-98,36510569,Suzanne Hall,,,Round-Tripping,Funds sent back and forth between same entities
SUS004665,2023-02-02,Yvonne Bell,ATM,ATM Transaction,247.02,24-45-88,09618018,87-53-50,68597653,Laura Palmer,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004666,2023-08-14,Cheryl Watkins,CHQ,Cheque,8089.97,16-84-37,73620215,50-81-51,59990767,Evans-Howell,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS004667,2025-03-15,Ball-Khan,FPO,Faster Payment Outgoing,4065.74,32-30-82,85304089,12-95-43,45872148,Mr Anthony Farrell,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS004668,2023-01-07,Pamela Akhtar,MT103,SWIFT Credit Transfer,11380.6,46-28-11,55146996,16-91-27,19837745,Norman Wright,DE85641087566426943812,NSQGGB9MQFT,Money Laundering,Large international transactions with no clear source
SUS004669,2023-04-15,Abigail Bennett-Lewis,ATM,ATM Transaction,244.14,96-44-76,16141894,28-51-26,67895982,Smith Ltd,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS004670,2024-12-13,Mrs Elizabeth Day,FPO,Faster Payment Outgoing,2560.72,13-95-91,02629551,77-63-98,50503426,Sean Johnson,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS004671,2025-02-09,Sara Wilson,CSH,Cash transaction,970.69,76-65-55,47167456,92-34-33,53371612,"Dale, Jones and Talbot",,,Structuring,Many small deposits just below reporting threshold
